Scheme_Code,Scheme_Name,AMC,Scheme_Type,Scheme_Category,Scheme_NAV_Name,Scheme_Min_Amt,NAV
100385,Nippon India Medium to Long Duration Fund,Nippon Life India Asset Management Limited,Open Ended,Debt Scheme - Medium to Long Duration Fund,NIPPON INDIA MEDIUM TO LONG DURATION  FUND - HALF YEARLY IDCW Option,Growth  5000 Monthly  25000 Quarterly  10000,12.7632
100386,Nippon India Medium to Long Duration Fund,Nippon Life India Asset Management Limited,Open Ended,Debt Scheme - Medium to Long Duration Fund,NIPPON INDIA MEDIUM TO LONG DURATION  FUND - ANNUAL IDCW Option,Growth  5000 Monthly  25000 Quarterly  10000,13.061
100387,Nippon India Medium to Long Duration Fund,Nippon Life India Asset Management Limited,Open Ended,Debt Scheme - Medium to Long Duration Fund,Nippon India Medium to Long Duration  Fund - Growth Plan Growth Option,Growth  5000 Monthly  25000 Quarterly  10000,92.9089
100388,Nippon India Medium to Long Duration Fund,Nippon Life India Asset Management Limited,Open Ended,Debt Scheme - Medium to Long Duration Fund,Nippon India Medium to Long Duration  Fund - Growth Plan Bonus Option,Growth  5000 Monthly  25000 Quarterly  10000,26.7106
100395,Nippon India Medium to Long Duration Fund,Nippon Life India Asset Management Limited,Open Ended,Debt Scheme - Medium to Long Duration Fund,Reliance Income Fund-Institutional Quarterly Dividend,Growth  5000 Monthly  25000 Quarterly  10000,
100414,Tata Aggressive Hybrid Fund,Tata Asset Management Limited,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,5000.00,435.6053
100415,Tata Ethical Fund,Tata Asset Management Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Tata Ethical Fund-Regular Plan - Growth Option,5000/-,358.1325
100417,Tata Income Fund,Tata Asset Management Limited,Open Ended,Debt Scheme - Medium to Long Duration Fund,Tata Income Fund-Regular Plan - Half Yearly Payout of IDCW Option,5000,15.3414
100418,Tata Income Fund,Tata Asset Management Limited,Open Ended,Debt Scheme - Medium to Long Duration Fund,Tata Income Fund -Regular Plan - Growth Option,5000,66.614
100470,Franklin India Large Cap Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Equity Scheme - Large Cap Fund,Franklin India Large Cap Fund - IDCW,Rs.5000,42.0592
100471,Franklin India Large Cap Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Equity Scheme - Large Cap Fund,Franklin India Large Cap Fund-Growth,Rs.5000,1001.6208
100472,Franklin India Mid Cap Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Equity Scheme - Mid Cap Fund,Franklin India Mid Cap Fund - IDCW,Rs.5000,85.5282
100473,Franklin India Mid Cap Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Equity Scheme - Mid Cap Fund,Franklin India Mid Cap Fund-Growth,Rs.5000,2780.7081
100474,Tata ELSS Fund,Tata Asset Management Limited,Open Ended,Equity Scheme - ELSS,Tata ELSS Fund- Regular Plan - Payout of IDCW Option,Rs.500,94.1775
100475,Tata Large Cap Fund,Tata Asset Management Limited,Open Ended,Equity Scheme - Large Cap Fund,Tata Large Cap Fund -Regular Plan - Growth Option,5000/-,505.6741
100476,Taurus Flexi Cap Fund,Taurus Asset Management Company Limited,Open Ended,Equity Scheme - Flexi Cap Fund,Taurus Flexi Cap Fund - Regular Plan - Growth ,Rs 5000 and in multiples of Re 1 thereafter,228.98
100477,Taurus Mid Cap Fund,Taurus Asset Management Company Limited,Open Ended,Equity Scheme - Mid Cap Fund,Taurus Mid Cap Fund - Regular Plan - Growth,Rs. 500 and in multiples of Re 1 therafter,121.55
100480,Taurus ELSS Tax Saver Fund,Taurus Asset Management Company Limited,Open Ended,Equity Scheme - ELSS,Taurus ELSS Tax Saver Fund - Regular Plan - Growth,Rs 500 and in multiples of Rs 500 thereafter,177.8
100484,Franklin India NSE Nifty 50 Index Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Other Scheme - Index Funds,Franklin India Index Fund- NSE Nifty 50 Index Fund - Growth,Rs. 2000,193.4156
100488,Franklin India Government Securities Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Debt Scheme - Gilt Fund,Templeton India Govt.Sec. Fund-Treasury Plan,Growth -10000 and Diviedend - 25000,
100492,Franklin India Government Securities Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Debt Scheme - Gilt Fund,Templeton India Govt.Sec. Fund-Long Term Plan,Growth -10000 and Diviedend - 25000,
100493,Franklin India Government Securities Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Debt Scheme - Gilt Fund,Franklin India Government Securities Fund - Growth,Growth -10000 and Diviedend - 25000,61.4724
100494,Franklin India Government Securities Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Debt Scheme - Gilt Fund,Franklin India Government Securities Fund - IDCW ,Growth -10000 and Diviedend - 25000,10.7594
100496,Templeton India Value Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Equity Scheme - Value Fund,Templeton India Value Fund - Growth Plan,Rs.5000,683.397
100497,Templeton India Value Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Equity Scheme - Value Fund,Templeton India Value Fund - IDCW ,Rs.5000,89.9845
100498,Franklin India Dynamic Accrual Fund (No. of segregated portfolios- 3),Franklin Templeton Asset Management (India) Private Limited,Open Ended,Debt Scheme - Dynamic Bond,Franklin India Dynamic Accrual Fund - IDCW ,10000,15.6675
100499,Franklin India Dynamic Accrual Fund (No. of segregated portfolios- 3),Franklin Templeton Asset Management (India) Private Limited,Open Ended,Debt Scheme - Dynamic Bond,Franklin India Dynamic Accrual Fund-Growth,10000,94.788
100503,Franklin India Low Duration Fund (No. of Segregated Portfolios-2),Franklin Templeton Asset Management (India) Private Limited,Open Ended,Debt Scheme - Low Duration Fund,Franklin India Low Duration Fund - Monthly - IDCW,Rs. 10000 (Growth Plan) Rs.25000 (Dividend Plans),15.0351
100504,Franklin India Low Duration Fund (No. of Segregated Portfolios-2),Franklin Templeton Asset Management (India) Private Limited,Open Ended,Debt Scheme - Low Duration Fund,Franklin India Low Duration Fund - Quarterly - IDCW,Rs. 10000 (Growth Plan) Rs.25000 (Dividend Plans),14.7667
100519,Franklin India Flexi Cap Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Equity Scheme - Flexi Cap Fund,Franklin India Flexi Cap Fund - IDCW ,Rs.5000,61.1103
100520,Franklin India Flexi Cap Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Equity Scheme - Flexi Cap Fund,Franklin India Flexi Cap Fund - Growth,Rs.5000,1579.3708
100521,Franklin India Technology Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Franklin India Technology Fund - IDCW ,Rs.5000,39.0081
100522,Franklin India Technology Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Franklin India Technology Fund-Growth,Rs.5000,452.6179
100524,Franklin India Opportunities Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Franklin INDIA OPPORTUNITIES FUND - IDCW ,Rs.5000,36.7984
100525,Franklin India ELSS Tax Saver Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Equity Scheme - ELSS,Franklin India ELSS Tax Saver Fund - IDCW,Rs.500,59.5868
100526,Franklin India ELSS Tax Saver Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Equity Scheme - ELSS,Franklin India ELSS Tax Saver Fund-Growth,Rs.500,1410.1491
100527,Franklin India Corporate Debt Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Debt Scheme - Corporate Bond Fund,Franklin India Corporate Debt Fund - Plan A - Annual - IDCW,PlanA Rs.50 lakhs; PlanB Rs.25000 (MD&QD),16.928
100528,Franklin India Corporate Debt Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Debt Scheme - Corporate Bond Fund,Franklin India Corporate Debt Fund - Growth,PlanA Rs.50 lakhs; PlanB Rs.25000 (MD&QD),106.0608
100529,Franklin India Corporate Debt Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Debt Scheme - Corporate Bond Fund,Franklin India Corporate Debt Fund - Plan B - Monthly - IDCW,PlanA Rs.50 lakhs; PlanB Rs.25000 (MD&QD),15.2604
100530,Franklin India Corporate Debt Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Debt Scheme - Corporate Bond Fund,Franklin India Corporate Debt Fund - Plan B - Quarterly - IDCW,PlanA Rs.50 lakhs; PlanB Rs.25000 (MD&QD),12.0219
100531,Franklin India Corporate Debt Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Debt Scheme - Corporate Bond Fund,Franklin India Corporate Debt Fund - Plan B - Half yearly - IDCW,PlanA Rs.50 lakhs; PlanB Rs.25000 (MD&QD),12.6223
100532,Franklin India Corporate Debt Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Debt Scheme - Corporate Bond Fund,Franklin India Corporate Debt Fund - Monthly Bonus,PlanA Rs.50 lakhs; PlanB Rs.25000 (MD&QD),0.0
100535,Franklin India Retirement Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Solution Oriented Scheme - Retirement Fund,Franklin India Retirement Fund - IDCW,Rs.500,16.5033
100536,Franklin India Retirement Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Solution Oriented Scheme - Retirement Fund,Franklin India Retirement Fund - Growth,Rs.500,217.3575
100537,Franklin India Liquid Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Debt Scheme - Liquid Fund,Franklin India Liquid Fund - Regular Plan - Weekly - IDCW,Rs.1 Lakh (RP),1244.9695
100538,Franklin India Liquid Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Debt Scheme - Liquid Fund,Franklin India Liquid Fund - Regular Plan - Growth,Rs.1 Lakh (RP),6266.8207
100541,Franklin India Liquid Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Debt Scheme - Liquid Fund,Franklin India Liquid Fund - Regular Plan - Daily - IDCW,Rs.1 Lakh (RP),1508.9895
100545,Franklin India Liquid Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Debt Scheme - Liquid Fund,Templeton India Treasury Management Account-Super Institutional Plan,Rs.1 Lakh (RP),
100546,Franklin India Liquid Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Debt Scheme - Liquid Fund,Franklin India Liquid Fund - Super Institutional Plan - Growth,Rs.1 Lakh (RP),4196.0167
100547,Franklin India Liquid Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Debt Scheme - Liquid Fund,Franklin India Liquid Fund - Super Institutional Plan - Daily - IDCW,Rs.1 Lakh (RP),1000.0
100548,Franklin India Liquid Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Debt Scheme - Liquid Fund,Franklin India Liquid Fund - Super Institutional Plan - Weekly - IDCW,Rs.1 Lakh (RP),1038.4311
100549,Franklin India Aggressive Hybrid Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,Franklin India Aggressive Hybrid Fund - IDCW,Rs.5000,28.0868
100550,Franklin India Aggressive Hybrid Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,Franklin India Aggressive Hybrid Fund - Growth Plan,Rs.5000,264.7592
100593,Canara Robeco ELSS Tax Saver,Canara Robeco Asset Management Company Limited,Open Ended,Equity Scheme - ELSS,CANARA ROBECO ELSS TAX SAVER - REGULAR PLAN -IDCW (Payout),Rs.500,47.14
100596,Canara Robeco Gilt Fund,Canara Robeco Asset Management Company Limited,Open Ended,Debt Scheme - Gilt Fund,CANARA ROBECO GILT FUND - REGULAR PLAN - IDCW (Payout/Reinvestment),Rs.10000,14.7374
100597,Canara Robeco Gilt Fund,Canara Robeco Asset Management Company Limited,Open Ended,Debt Scheme - Gilt Fund,CANARA ROBECO GILT FUND - REGULAR PLAN - GROWTH OPTION,Rs.10000,76.7316
100600,Canara Robeco Conservative Hybrid Fund,Canara Robeco Asset Management Company Limited,Open Ended,Hybrid Scheme - Conservative Hybrid Fund,CANARA ROBECO CONSERVATIVE HYBRID FUND - REGULAR PLAN - MONTHLY IDCW (Payout/Reinvestment),5000,12.3542
100601,Canara Robeco Conservative Hybrid Fund,Canara Robeco Asset Management Company Limited,Open Ended,Hybrid Scheme - Conservative Hybrid Fund,CANARA ROBECO CONSERVATIVE HYBRID FUND - REGULAR PLAN - GROWTH OPTION,5000,99.0601
100602,Sundaram Medium Duration Fund (Formerly Known as Sundaram Medium Term Bond Fund),Sundaram Asset Management Company Ltd,Open Ended,Debt Scheme - Medium Duration Fund,Sundaram Medium Duration Fund (Formerly Known as Sundaram Medium Term Bond Fund) Regular Plan-Income Distribution cum Capital Withdrawal(IDCW),Rs.5000/-,13.3053
100603,Sundaram Medium Duration Fund (Formerly Known as Sundaram Medium Term Bond Fund),Sundaram Asset Management Company Ltd,Open Ended,Debt Scheme - Medium Duration Fund,Sundaram Medium Duration Fund (Formerly Known as Sundaram Medium Term Bond Fund) Regular Plan - Growth,Rs.5000/-,71.5439
100604,Sundaram Medium Duration Fund (Formerly Known as Sundaram Medium Term Bond Fund),Sundaram Asset Management Company Ltd,Open Ended,Debt Scheme - Medium Duration Fund,Sundaram Medium Duration Fund (Formerly Known as Sundaram Medium Term Bond Fund) Regular Plan -Growth,Rs.5000/-,23.6242
100608,Sundaram Medium Duration Fund (Formerly Known as Sundaram Medium Term Bond Fund),Sundaram Asset Management Company Ltd,Open Ended,Debt Scheme - Medium Duration Fund,Sundaram Medium Duration Fund (Formerly Known as Sundaram Medium Term Bond Fund) Institutional Plan - Growth,Rs.5000/-,75.2476
100609,Sundaram Medium Duration Fund (Formerly Known as Sundaram Medium Term Bond Fund),Sundaram Asset Management Company Ltd,Open Ended,Debt Scheme - Medium Duration Fund,Sundaram Medium Duration Fund (Formerly Known as Sundaram Medium Term Bond Fund) Regular Plan- Income Distribution cum Capital Withdrawal(IDCW),Rs.5000/-,13.5927
100610,Sundaram Medium Duration Fund (Formerly Known as Sundaram Medium Term Bond Fund),Sundaram Asset Management Company Ltd,Open Ended,Debt Scheme - Medium Duration Fund,Sundaram Medium Duration Fund (Formerly Known as Sundaram Medium Term Bond Fund) Regular Plan -Income Distribution cum Capital Withdrawal (IDCW),Rs.5000/-,13.7426
100614,Sundaram Value Fund,Sundaram Asset Management Company Ltd,Open Ended,Equity Scheme - Value Fund,Sundaram Value Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW),Rs.500/-,14.8507
100630,Quant Multi Cap Fund,quant Money Managers Limited,Open Ended,Equity Scheme - Multi Cap Fund,quant Multi Cap Fund-IDCW Option - Regular Plan,Rs. 5000/-,74.2211
100631,Quant Multi Cap Fund,quant Money Managers Limited,Open Ended,Equity Scheme - Multi Cap Fund,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,Rs. 5000/-,648.9977
100636,Z-REDEEMED-SBI MOEF 95,SBI Funds Management Limited,Open Ended,Balanced,SBI MOEF 95,1000,
100637,Z-OLD-SBI MMPS 93,SBI Funds Management Limited,Open Ended,Growth,SBI MMPS 93,10,
100638,SBI MEDIUM TO LONG DURATION FUND,SBI Funds Management Limited,Open Ended,Debt Scheme - Medium to Long Duration Fund,SBI Medium to Long Duration Fund - Regular Plan - Half Yearly - Income Distribution cum Capital Withdrawal Option (IDCW),5000,19.2605
100639,SBI MEDIUM TO LONG DURATION FUND,SBI Funds Management Limited,Open Ended,Debt Scheme - Medium to Long Duration Fund,SBI Medium to Long Duration Fund-REGULAR PLAN-Growth,5000,73.6365
100640,SBI MEDIUM TO LONG DURATION FUND,SBI Funds Management Limited,Open Ended,Debt Scheme - Medium to Long Duration Fund,SBI Medium to Long Duration Fund-REGULAR PLAN-Bonus,5000,44.6171
100641,SBI ULTRA SHORT DURATION FUND,SBI Funds Management Limited,Open Ended,Debt Scheme - Ultra Short Duration Fund,SBI ULTRA SHORT DURATION FUND - REGULAR PLAN - GROWTH,10000,6371.4157
100643,SBI TECHNOLOGY OPPORTUNITIES FUND,SBI Funds Management Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,SBI Technology Opportunities Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),5000,113.3456
100644,SBI HEALTHCARE OPPORTUNITIES FUND,SBI Funds Management Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,SBI Healthcare Opportunities Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),5000,314.2956
100645,SBI CONSUMPTION OPPORTUNITIES FUND,SBI Funds Management Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,SBI Consumption Opportunities Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),5000,171.8626
100646,UTI - Unit Linked Insurance Plan,UTI Asset Mgmt. Co. Ltd.,Open Ended,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,UTI - Unit Linked Insurance Plan,15000.00,42.4239
100650,UTI - Large Cap Fund,UTI Asset Mgmt. Co. Ltd.,Open Ended,Equity Scheme - Large Cap Fund,UTI Large Cap Fund - Regular Plan - IDCW,5000,51.439
100651,UTI - Large Cap Fund,UTI Asset Mgmt. Co. Ltd.,Open Ended,Equity Scheme - Large Cap Fund,UTI Large Cap Fund - Regular Plan - Growth Option,5000,261.0408
100663,UTI Large & Mid Cap Fund,UTI Asset Mgmt. Co. Ltd.,Open Ended,Equity Scheme - Large & Mid Cap Fund,UTI Large & Mid Cap Fund - Regular Plan - IDCW,Rs. 5000/-,89.0764
100664,UTI Large & Mid Cap Fund,UTI Asset Mgmt. Co. Ltd.,Open Ended,Equity Scheme - Large & Mid Cap Fund,UTI Large & Mid Cap Fund - Regular Plan - Growth Option,Rs. 5000/-,182.8497
100668,UTI - Flexi Cap Fund.,UTI Asset Mgmt. Co. Ltd.,Open Ended,Equity Scheme - Flexi Cap Fund,UTI Flexi Cap Fund - Regular Plan - IDCW,Rs.5000/-,207.922
100669,UTI - Flexi Cap Fund.,UTI Asset Mgmt. Co. Ltd.,Open Ended,Equity Scheme - Flexi Cap Fund,UTI - Flexi Cap Fund-Growth Option,Rs.5000/-,314.4919
100678,UTI Children's Hybrid Fund,UTI Asset Mgmt. Co. Ltd.,Open Ended,Solution Oriented Scheme - Children s Fund,UTI Children's Hybrid Fund - Regular Plan,Rs. 2000/-,40.3206
100682,UTI Retirement Fund,UTI Asset Mgmt. Co. Ltd.,Open Ended,Solution Oriented Scheme - Retirement Fund,UTI Retirement Fund - Regular Plan,Rs.10000/,50.3967
100684,UTI Aggressive Hybrid Fund,UTI Asset Mgmt. Co. Ltd.,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,UTI Aggressive Hybrid Fund - Regular Plan - Growth,Rs.10000,403.5617
100685,UTI Aggressive Hybrid Fund,UTI Asset Mgmt. Co. Ltd.,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,UTI Aggressive Hybrid Fund - Regular Plan - IDCW,Rs.10000,39.566
